article_id,articles_sold
611221005,3547
537688014,3539
758050001,3529
719655001,3527
566140001,3520
717727002,3518
573716005,3516
629420002,3514
610776010,3503
758049001,3501
611415005,3495
537346013,3490
632982038,3478
399223033,3464
559630002,3462
720137005,3462
399136011,3460
561445006,3425
501616007,3422
700851001,3420
678692001,3420
698276001,3419
697564010,3409
554598057,3399
739144002,3395
591334003,3390
351484026,3386
637673005,3376
742924002,3373
687034010,3373
399061008,3365
708379002,3363
680262010,3361
537346026,3360
731407001,3358
713754001,3344
529008026,3342
603145001,3335
768759001,3327
721298001,3317
554450005,3317
698294001,3317
756633002,3288
712924008,3287
399256023,3282
661306005,3281
573085028,3280
599580001,3279
639192002,3272
678942016,3271
714803001,3269
539723007,3266
699075005,3265
664405002,3264
537346022,3261
547365003,3261
179208001,3260
573085001,3253
643985001,3249
695544002,3248
559616001,3247
464297021,3238
689005001,3238
519583008,3233
624486005,3221
297067002,3209
625939003,3203
698293001,3202
629420011,3201
501820003,3195
744786001,3189
399201002,3188
573716002,3186
759871001,3184
688432001,3181
662948003,3173
658030001,3166
573937001,3163
695545005,3159
629758005,3157
695545002,3157
680262004,3157
758084002,3155
756633003,3152
699077002,3145
684209014,3140
542464004,3128
599580027,3128
742933003,3128
575347003,3126
729928001,3118
559634002,3106
524061003,3103
663986003,3101
234432001,3093
562245059,3088
529953001,3086
685448004,3084
708379004,3083
702790004,3080
733935001,3078
189634001,3068
603584018,3064
685816001,3061
120129001,3059
542464001,3051
697091007,3044
507910004,3043
605690004,3033
563519001,3031
756633001,3029
573716052,3027
516859002,3022
562245064,3017
583534009,3016
723469001,3016
661306001,3015
747737001,3010
562245005,3004
562245006,2998
712587002,2996
685816002,2993
708459003,2990
664319015,2988
557248001,2988
697054015,2988
589599001,2987
751941002,2987
591334019,2986
524529004,2986
744787001,2986
123173001,2980
569562005,2979
637255001,2967
610776028,2967
501820004,2961
316441001,2957
399201020,2947
692454002,2945
655784001,2943
529008003,2937
712216001,2932
688537012,2929
457892003,2928
717490001,2923
708428003,2922
532578010,2921
612481001,2919
562245057,2905
554598001,2904
554477005,2904
678687001,2901
529012040,2892
695544001,2892
697054026,2892
529953007,2891
714828002,2884
742087002,2879
554772003,2878
685429004,2878
698718002,2874
448509001,2867
711053003,2865
708472002,2860
458239001,2850
620081001,2849
717490008,2848
699077006,2842
716348001,2836
733935003,2831
684824003,2827
632534002,2824
189616008,2823
399136033,2820
568597009,2816
733936001,2814
711521001,2814
741215001,2813
768440002,2812
579541004,2810
590928013,2803
502224001,2800
240561001,2799
399136027,2795
688558001,2786
666448001,2783
571706001,2780
399201024,2780
680318001,2775
605094001,2766
684340002,2764
636938001,2762
615986003,2760
675068004,2759
573716054,2756
711582001,2753
684341002,2750
559634006,2745
688105003,2744
464908002,2739
689898003,2739
736681002,2736
678342001,2735
539723042,2733
687704001,2733
701016012,2733
618800007,2729
562245034,2728
587229001,2726
714807003,2725
632982059,2723
294008002,2722
659854007,2720
568601007,2719
697054003,2717
396135007,2710
688873009,2710
570003002,2705
717464001,2701
565379004,2697
660599002,2693
768440001,2690
667499001,2689
742916002,2686
697054014,2683
160442043,2678
656763006,2678
722436003,2678
632982054,2677
712587005,2677
573085005,2674
678696003,2672
762063001,2667
501616009,2658
681657001,2644
524529001,2641
253448001,2637
399223025,2637
658030005,2636
355569002,2636
716672003,2632
742769001,2630
605106002,2628
487722001,2620
695545003,2619
704668001,2613
524825013,2605
537688010,2602
607154001,2599
399223035,2597
708472003,2593
731160004,2592
684209012,2591
677930015,2589
608776009,2588
672598001,2583
687524001,2582
772005009,2582
736681001,2581
148033001,2578
541518004,2577
678692002,2573
680374002,2571
588689001,2569
562245055,2562
727948001,2561
549914003,2558
671852003,2555
637549001,2552
669882005,2551
732412001,2550
305931001,2549
253448003,2545
758118001,2542
790096001,2542
664319001,2539
657510001,2537
603582001,2537
742912003,2535
688105002,2533
708021001,2532
237347004,2528
736573001,2528
738224001,2527
617534005,2526
660599004,2525
590928020,2521
613246001,2519
624632002,2516
554598058,2516
598859001,2516
708428001,2511
516000001,2511
610776020,2510
547780001,2508
666448006,2506
753451002,2505
368979001,2502
649437001,2490
625939002,2490
621381001,2489
611221010,2487
680262006,2485
680374001,2484
688873005,2483
723529004,2481
706016004,2479
673144002,2477
736581001,2475
613497003,2474
372860024,2469
458543004,2468
554598038,2468
698273005,2467
717727005,2464
733029001,2458
781813007,2457
711440001,2456
705732001,2456
708352002,2455
504155001,2454
742916003,2451
487827009,2449
682550001,2447
599580024,2446
666448007,2444
662888002,2440
709269003,2436
723347001,2435
685448001,2429
537688015,2429
715303001,2429
586896039,2429
664074007,2426
599580012,2425
189616001,2415
243937001,2410
699424003,2409
666006004,2406
714828001,2399
732842002,2398
742912001,2397
557247001,2396
708428002,2396
685347001,2394
559630009,2391
630116001,2391
692721002,2390
556255003,2390
712924003,2387
578487002,2386
599502001,2386
399087030,2383
733419002,2382
692709001,2382
708379003,2382
672127002,2380
589599027,2378
735583001,2378
685448005,2376
656719005,2375
770241001,2375
673638007,2375
704065001,2367
560268001,2366
575172001,2366
685689001,2363
670698001,2361
224606019,2361
695544005,2360
666006006,2359
692709002,2357
766346001,2354
709297003,2354
562245039,2349
708432005,2347
613246006,2346
637549004,2344
717727001,2344
720137002,2341
708428004,2337
660308007,2334
678686001,2333
709138001,2332
399223004,2331
677999001,2330
690933005,2329
678342002,2326
673677001,2324
699423003,2324
693242005,2322
664319005,2320
661162001,2317
707135001,2317
758088002,2313
658030011,2310
754374007,2309
591088001,2308
706016010,2305
715343003,2304
563519006,2303
188183015,2301
620963003,2300
700144001,2300
572998001,2299
574109011,2299
698276003,2296
516000034,2294
728444005,2289
699867003,2286
689009001,2285
564787001,2283
550309001,2281
589599033,2280
702623001,2279
733027005,2276
562245042,2273
111565001,2271
701016001,2270
708478002,2269
524825014,2269
597918001,2269
772005005,2268
661794001,2266
712406001,2263
744180001,2263
658030006,2258
559634018,2257
688873014,2254
733749001,2253
741816001,2250
399256032,2248
740943001,2247
742916001,2245
534181005,2245
399223024,2242
687704002,2240
698776002,2238
620945002,2238
662948001,2238
570002002,2238
745475004,2235
673677003,2231
622600002,2231
620945003,2230
695542010,2228
572582008,2228
568808001,2225
446224014,2224
758089002,2218
699082006,2218
688873007,2218
189654001,2217
660712003,2217
534357002,2216
469658009,2214
680262007,2212
571436009,2211
679854001,2211
690933001,2211
714807001,2210
671515001,2210
188183021,2206
757896001,2199
501820008,2198
717884001,2197
732842001,2196
502186011,2194
629420019,2193
709297001,2192
600886011,2191
448515018,2189
705734001,2188
572400001,2188
717490002,2186
536139010,2185
586307004,2184
632982044,2183
693917001,2182
740943003,2181
726938001,2179
752468001,2177
685689003,2174
744180002,2172
629420020,2172
715624001,2169
698286003,2169
774997001,2168
688873006,2167
504154027,2166
734460001,2164
713428004,2161
356289021,2159
681181005,2157
680264001,2157
496111017,2153
735121001,2150
552370002,2150
733123004,2149
529008010,2149
397068015,2148
504155018,2147
448515001,2147
687173002,2146
695632003,2145
681181004,2136
603583003,2136
713199001,2133
695545007,2130
691855001,2126
662980001,2122
690478001,2121
678942002,2120
721298005,2120
675070002,2115
721059003,2115
715303006,2114
733936003,2112
736592001,2111
189626001,2109
619580001,2104
693246005,2100
736582001,2099
693242001,2099
692226004,2099
637515002,2097
717365001,2095
675203003,2092
399201023,2091
634009003,2090
697054002,2090
399256030,2089
701016009,2088
723353001,2088
637549003,2087
637515011,2087
576775001,2086
632982036,2084
702790003,2083
580770001,2081
733267005,2078
636323005,2076
557599001,2075
594987002,2074
695542005,2071
685429006,2071
722437003,2070
688537010,2069
708499001,2068
469039019,2067
717490003,2067
579541036,2067
767438002,2060
670655001,2057
713428003,2054
562245058,2053
572400002,2053
637661001,2052
728473001,2051
693322001,2050
692721001,2049
600886004,2049
678688001,2044
504154020,2043
555102001,2042
599719001,2038
654046001,2035
712846001,2035
736870001,2035
594264003,2034
717779002,2034
470789019,2033
717664001,2031
701016002,2031
613459001,2031
713200003,2030
713253002,2030
519583015,2024
708432001,2021
742274001,2019
736593002,2019
688873010,2018
554450011,2015
578476001,2014
709269001,2014
316441024,2013
677930006,2011
562252010,2010
714730002,2009
478549001,2009
708588001,2007
519583028,2007
719214003,2007
717884003,2006
731644001,2006
356289005,2006
301227002,2005
399087011,2004
547367010,2002
758040001,1995
684209007,1994
723151001,1994
673799003,1993
666382014,1991
562245062,1991
448515031,1990
399087015,1990
745475007,1989
698283002,1987
638899001,1982
760633001,1980
617322003,1980
707743003,1979
716671001,1977
266875001,1976
566140015,1974
673901003,1972
674606001,1971
580482004,1971
740564003,1967
745843002,1967
537346020,1967
733419005,1966
709300001,1965
564786017,1964
612481004,1964
786814001,1964
624486003,1963
401044012,1963
599489001,1959
559616014,1959
613456001,1958
702118003,1958
700329001,1956
658030020,1952
687176002,1951
399256002,1950
717885001,1950
697980001,1949
708366004,1947
731407002,1947
578478001,1943
351484033,1942
724906006,1942
656719003,1941
636455009,1941
697054004,1941
637283006,1939
554598047,1937
739529001,1935
712398001,1935
637515006,1933
722439001,1932
733803001,1932
685429001,1932
762063003,1931
689389004,1931
707743001,1931
559630011,1930
622743001,1928
754374002,1928
490176001,1926
393447015,1925
516712001,1925
547367006,1923
755745001,1923
524825010,1921
720137003,1919
349301001,1918
504154033,1918
762846001,1917
763285001,1917
399136047,1916
687173001,1916
677930002,1916
616088002,1916
507883014,1914
559633008,1913
708705001,1912
620963002,1911
201219001,1911
753724003,1910
399061028,1909
682670002,1908
707488004,1907
629420006,1906
516903005,1905
662728004,1903
673638003,1903
790096002,1902
695318002,1902
742912002,1902
426199002,1901
517762001,1901
575542001,1901
710554001,1899
504155011,1899
677049001,1897
577648001,1896
684209018,1896
693243002,1892
739590001,1891
511783002,1891
519847012,1891
684210001,1889
699358001,1887
734316001,1887
690935004,1882
399256013,1882
637515004,1880
564787014,1875
745475011,1875
708472001,1874
567475001,1874
752811001,1873
638945003,1871
743594003,1871
630145001,1871
573085019,1871
667499006,1870
579541026,1870
677809002,1869
662948004,1869
736218002,1869
697060016,1868
748236001,1867
707293001,1867
592975021,1865
662888006,1865
736681004,1865
689021002,1864
734273002,1863
637515005,1863
705732003,1861
600886009,1860
735121003,1860
756633004,1859
529008009,1858
676052001,1858
733935002,1856
795440001,1855
523489001,1854
748284001,1854
504154019,1853
637673006,1852
711521004,1851
673638005,1850
656719008,1849
640807002,1848
690936006,1847
690936003,1846
513373008,1845
777043001,1845
622745003,1844
560270007,1844
429313006,1843
554479017,1842
710729008,1841
683662006,1841
733419003,1837
664133002,1837
678707001,1836
524529006,1836
772349009,1835
685687003,1833
697091002,1833
752512007,1832
541519001,1832
532578017,1832
688873008,1831
243613004,1830
733419001,1830
708432003,1830
685814001,1829
369796007,1829
699358002,1827
732017001,1826
667499004,1824
468480025,1824
688873011,1822
373506001,1822
739503003,1819
731160005,1819
455832001,1818
706016009,1817
781813004,1815
758043001,1814
733404001,1813
448509017,1811
740943002,1811
714824005,1811
562252039,1809
662418001,1809
570004009,1806
736592002,1805
351484028,1804
611221009,1802
660726001,1801
673799002,1801
711053004,1801
699867001,1800
516859008,1799
496111018,1799
758126002,1798
689389001,1798
697054010,1795
739503001,1794
675068001,1793
710194001,1792
707135005,1791
589748001,1789
554450028,1789
770211001,1789
678965001,1788
525518005,1787
692721005,1787
637515001,1787
714730006,1786
719469001,1786
658298001,1784
668537001,1784
748269003,1783
554479018,1783
685687004,1783
639151001,1781
678692006,1780
683001001,1779
399256019,1778
611235001,1775
684087001,1775
710194002,1773
688558004,1773
504152001,1772
697060013,1772
633377003,1771
724402005,1771
762762001,1767
734460002,1767
634426008,1767
662857004,1766
625939004,1766
568597007,1764
690936001,1764
568601008,1764
663942005,1763
701016004,1762
573282011,1760
687524002,1760
684212002,1754
637549002,1754
557247018,1753
687176001,1752
613246004,1750
554477020,1749
664209002,1748
734287001,1748
444325004,1747
543310001,1747
620963001,1746
547780002,1746
697980002,1744
744712001,1744
753214005,1743
742933001,1743
572998002,1743
717490015,1743
693764002,1742
685813001,1742
678942011,1741
669882007,1741
630438003,1741
748236002,1739
720137004,1738
652924004,1737
737436001,1737
579302004,1737
457466002,1737
720137007,1737
718278002,1737
662593001,1736
666448005,1735
664319011,1735
541512001,1733
708366002,1733
636455027,1732
757194002,1731
603584019,1730
721298003,1730
675139001,1730
552471019,1729
708478004,1729
456163009,1728
768759004,1728
739974001,1728
678983008,1727
673677004,1727
556539003,1727
580482002,1726
702623002,1726
721481001,1723
788261001,1723
682520001,1720
565379032,1719
446224035,1718
788319004,1718
182909001,1717
706016007,1714
664319014,1713
574109012,1711
465655019,1710
723349001,1709
688537017,1709
671505004,1708
762630006,1707
573282010,1705
662948005,1704
768759002,1704
599502013,1703
700144002,1703
594834002,1703
697564001,1703
684824002,1702
507909015,1701
698273001,1700
507909024,1699
554450036,1697
665089001,1696
708459002,1696
525518008,1696
218829002,1695
736218001,1694
678942022,1694
678073002,1693
573716072,1692
771733004,1691
723353002,1689
563519008,1689
688873003,1689
777043002,1688
705732002,1688
501820045,1687
731407006,1686
732725002,1685
486639003,1685
496111020,1685
557247003,1684
739144008,1684
633109002,1682
705988013,1682
567993016,1681
677809001,1681
583534013,1681
713692001,1681
417951005,1679
767799004,1679
563519003,1679
501820007,1678
702118005,1678
621381011,1678
697992003,1678
710899003,1677
721299003,1677
730946001,1676
512251003,1676
570781003,1675
189616007,1673
665477002,1673
703843002,1671
399201026,1671
458543009,1670
678073001,1669
637661002,1669
670424001,1668
768440013,1668
622295001,1666
669715001,1666
718278001,1665
720635008,1664
547058001,1663
790666001,1663
636323003,1661
562211012,1660
746326001,1660
731644002,1658
733441002,1658
554640001,1656
569984001,1656
723173001,1656
733936002,1656
726925001,1655
681181001,1652
452511001,1651
697060014,1650
717063004,1650
714824004,1648
473954008,1648
680262018,1648
723353004,1647
717490006,1646
723529003,1646
707735001,1646
739267004,1645
660308001,1644
692632001,1644
768879002,1643
640542002,1643
693242003,1643
733106004,1642
452818001,1642
702623004,1642
760633002,1641
709996002,1640
697992001,1640
397068014,1639
605106001,1639
739529002,1637
685848005,1636
695263001,1634
458924002,1634
636455030,1633
734440001,1632
599502009,1630
244267032,1630
674606003,1630
690936002,1627
496111019,1626
656649010,1625
568597019,1625
685429003,1624
708459009,1624
711190001,1623
537346024,1623
719002001,1623
707743007,1623
734273001,1622
603584020,1622
713253003,1621
666448004,1621
731425001,1620
428291001,1620
781180003,1619
496762018,1619
640124001,1619
636323002,1618
707488007,1615
506098007,1615
700701002,1613
626587003,1612
669605003,1611
714807004,1611
576050001,1611
253448002,1611
691254002,1610
707743006,1609
399223026,1608
671515003,1608
758808001,1607
679278002,1606
620945001,1606
679895001,1606
562245063,1606
732463001,1605
717664003,1604
708478001,1604
781813001,1603
673643001,1603
722681005,1602
697054016,1601
689898002,1600
547365012,1598
688558002,1597
598755002,1597
695545008,1597
453358001,1596
519583033,1594
576775009,1594
399087017,1593
529008046,1593
689562001,1592
744393002,1590
684212001,1589
429313025,1588
632982021,1588
638628002,1588
693243001,1587
609598006,1587
717879001,1587
708755001,1586
309864002,1584
685347011,1584
681180013,1584
539723038,1583
671502001,1583
662888001,1582
708352003,1581
719463001,1581
349301025,1580
710056003,1580
571092001,1580
523490001,1579
506110001,1578
712838006,1577
399136061,1577
713602002,1577
517931007,1576
765657003,1576
570002001,1575
736681003,1575
708352004,1574
716348004,1573
669682006,1573
719957006,1573
651584005,1570
708432006,1570
667491002,1570
670655002,1569
573716039,1569
660599009,1569
734236001,1569
709269006,1569
681180003,1569
622745001,1567
689814002,1567
705330001,1567
297078001,1567
562252032,1567
399087021,1566
767775001,1564
619884001,1564
697050008,1564
695632029,1562
656719004,1562
631590002,1562
746918001,1562
679278001,1561
697050012,1561
399136060,1561
689038001,1561
729860002,1559
744862004,1559
718939001,1557
710708005,1556
714826005,1556
704126002,1556
707704003,1554
744180003,1554
568838009,1553
591334029,1553
673900001,1553
432566001,1552
630116006,1552
708536002,1552
685284001,1551
504154021,1551
662888005,1550
580770008,1549
399223028,1548
568601016,1548
660712012,1548
626587004,1547
736593003,1545
615021029,1545
251510001,1544
716581003,1544
708456008,1544
699453001,1542
699082004,1541
717779001,1541
678697001,1541
579541011,1541
576775006,1541
496762004,1539
709996003,1539
739144012,1539
554477026,1539
708428007,1538
562245061,1538
712216004,1535
554598009,1534
397068001,1534
561797001,1533
634591006,1533
721545001,1531
708471001,1531
598755001,1531
529012045,1531
747198001,1530
562245025,1529
771733002,1529
659132001,1529
754374001,1529
707738003,1529
698273003,1528
542533001,1528
666382001,1527
675070015,1526
697031002,1526
617534015,1525
557248003,1525
537688013,1524
552473031,1523
662868002,1523
543054009,1523
714996001,1522
721609001,1522
578374001,1522
522918006,1522
767782001,1521
603582003,1520
712216002,1520
728444002,1520
721299002,1520
681376001,1520
681373001,1519
697686001,1518
637549005,1518
607427003,1517
576897001,1516
111609001,1516
719523001,1516
464908039,1515
469137016,1515
657497011,1514
573716033,1512
181448022,1512
697992002,1512
742947001,1510
687036009,1510
675319009,1509
663679002,1508
732412003,1508
548613029,1507
633135004,1507
715303007,1507
656388001,1506
733106001,1506
717664004,1506
662593002,1505
646429003,1504
675319004,1504
523490003,1504
747198003,1504
634727001,1503
685687001,1503
721990004,1502
704756001,1501
716581001,1501
543054006,1498
704126005,1498
610776035,1498
707742004,1497
719245001,1497
564786018,1497
713019009,1496
678691002,1496
632307008,1496
561445018,1496
541519021,1494
554598010,1494
570003001,1494
714384002,1494
599719004,1494
649437007,1493
717490017,1492
625939021,1492
492897001,1492
487827007,1491
710900001,1491
683001005,1490
721118003,1489
494691001,1489
548659003,1489
697564006,1487
623347003,1487
675069002,1487
426013023,1486
504155015,1484
772927001,1484
547367022,1483
686631001,1483
507909022,1483
688537005,1483
714825005,1483
554598012,1482
639448001,1482
698273006,1482
685814003,1481
512251004,1481
732412002,1480
745475021,1480
710708001,1480
559630008,1480
695632007,1478
524529002,1478
708459004,1478
720635002,1478
718289003,1477
639297001,1477
745475010,1476
578876005,1476
781613001,1475
622958003,1475
708456009,1475
547747001,1474
660308002,1474
732418001,1473
660599003,1473
752811002,1473
709996001,1472
745843001,1472
662980002,1471
524825012,1471
633130001,1471
704126003,1471
717370003,1471
685687002,1469
737040005,1469
699454003,1468
629551003,1468
703843001,1468
728444004,1467
681569001,1467
707717001,1467
738599001,1466
721299007,1466
741308001,1466
683596002,1466
758840001,1466
708345003,1466
718716003,1466
681385001,1466
611024002,1465
581781008,1465
689365024,1465
611415011,1464
622598001,1463
731425002,1463
496762020,1462
748269002,1462
517931006,1462
716258002,1462
446224013,1461
188183016,1461
690611001,1461
685347002,1460
534164001,1460
632982025,1459
736593004,1459
540768002,1459
220094001,1459
665212002,1458
744862001,1457
720125001,1457
756097002,1457
574109017,1456
607642002,1456
597891007,1456
733749002,1455
696209001,1455
679278003,1454
732725001,1454
636505001,1453
720861003,1453
717365002,1453
179950017,1453
623115001,1452
771682001,1452
664405005,1452
573626001,1452
640539001,1451
516712005,1451
635957001,1451
568137005,1450
721118001,1450
186262006,1450
737040001,1450
681385002,1449
731743001,1449
779333004,1449
574109014,1449
529012011,1449
153115020,1449
594264010,1448
740564004,1447
695544009,1447
735404001,1447
560213002,1447
684890001,1447
633781009,1446
623434026,1446
617534004,1446
673900013,1445
630116004,1443
214844001,1442
678689001,1440
575141001,1440
711823003,1439
717467001,1439
662905001,1438
758397001,1438
589599036,1438
610776024,1437
695632015,1435
514134001,1434
262277011,1434
772899001,1433
699426003,1433
630116023,1432
556260004,1432
745219003,1431
570319001,1430
464277014,1429
734282002,1429
781813002,1429
201219003,1428
661794002,1428
599718001,1427
573085033,1427
734236002,1426
688463003,1426
776237003,1426
745232001,1425
188183022,1425
722437001,1425
636407001,1424
752020001,1424
747984001,1423
572187001,1423
687753001,1423
651456001,1422
640124003,1421
695632005,1421
689009002,1421
686587001,1419
690618001,1419
734282003,1419
758138002,1418
744394001,1418
630696001,1418
681181016,1417
674606020,1416
707135006,1416
186262001,1415
710708004,1414
662888003,1414
609727002,1413
722436001,1413
773075005,1413
677999003,1412
705734002,1412
600886007,1411
688873013,1411
619884019,1410
539878001,1408
680262003,1408
678694002,1408
644763001,1406
709187001,1406
610776023,1406
667491006,1405
745477004,1405
429313002,1404
612800011,1403
574109013,1403
400246014,1402
612358004,1402
733094001,1402
496111023,1400
640476001,1400
634775001,1400
742087005,1399
649437009,1399
640021012,1399
688873012,1399
653188002,1398
669710006,1397
695632011,1397
695892001,1397
688873004,1396
757991001,1396
738881001,1396
744394004,1395
744712003,1395
747216003,1394
562252014,1393
770851001,1392
690936013,1391
731407007,1391
788261004,1390
676573004,1390
689038002,1390
709407001,1388
634009016,1388
660519001,1387
619234001,1386
715903001,1386
717664002,1385
595779002,1384
630116007,1384
708336001,1384
408875001,1384
671553002,1383
615141001,1383
630141011,1382
591334023,1381
568601023,1381
718939002,1381
554477007,1381
719084001,1381
734440002,1380
585480002,1380
721320010,1380
700701001,1380
697564002,1377
672598002,1377
629758013,1377
714824002,1377
769965001,1376
543054005,1376
625321003,1376
662868001,1376
708230002,1374
690713010,1374
463970010,1373
708471005,1373
529012024,1371
620425001,1371
477107001,1371
721059001,1371
729441001,1370
684080001,1370
547365002,1370
678086001,1370
654564001,1369
723865001,1369
612800009,1367
679853001,1367
636455012,1367
637940005,1367
734273003,1367
677561001,1367
318066004,1366
678086002,1366
729816001,1365
663988001,1365
581162001,1364
678963010,1364
637667001,1363
689040001,1363
591334032,1363
599580026,1363
532578001,1362
266875006,1362
710899002,1361
536139012,1361
612800010,1361
683020004,1361
700511001,1358
712216007,1357
727611002,1357
651369001,1356
634332001,1356
717879014,1356
708471003,1356
554477027,1356
483064002,1354
717020001,1354
663016001,1354
768759003,1353
677930023,1352
773462001,1351
624486013,1351
708459007,1350
707427001,1350
578020003,1350
681319001,1350
571436010,1349
707742001,1349
693243009,1349
651368001,1349
554792001,1349
685417003,1347
664074012,1347
742981006,1345
436083002,1345
377277001,1345
610730016,1345
727611001,1344
681657002,1344
642437006,1344
721060001,1344
767799003,1343
758222001,1343
510465001,1343
373506004,1343
547349002,1343
752811003,1342
506166050,1342
542695005,1341
676387001,1341
568601024,1340
671505001,1339
748816001,1338
637661003,1338
621381009,1338
708352005,1338
554598040,1337
679285001,1337
760223001,1337
576775012,1336
502522001,1336
568838010,1335
677049002,1335
501820002,1334
705094001,1334
557599011,1332
699598004,1332
762630001,1332
572400014,1331
649437010,1331
649662002,1330
709269004,1330
700753001,1330
717779004,1329
657415002,1329
723469002,1328
564334002,1328
708366003,1328
557248002,1328
742924001,1328
745475005,1328
639677001,1327
630116008,1327
680263001,1327
780852001,1326
664319016,1326
586896029,1326
745219002,1326
702802001,1325
699453002,1325
661147004,1325
573652001,1325
736489003,1325
655261003,1324
733361001,1324
749214001,1324
738881002,1323
646490003,1322
687424005,1322
703826001,1322
372008001,1321
708466001,1320
237222001,1319
721320001,1318
718716001,1318
735121004,1317
759231002,1316
621381012,1316
741356004,1315
228257003,1315
754309001,1315
628813002,1314
567993015,1313
562252001,1313
624632001,1313
716679001,1312
778064005,1312
582480032,1312
590489005,1311
554811008,1311
312878001,1311
703795001,1310
554598041,1310
702790007,1310
501820006,1309
660369005,1309
586310011,1308
575542011,1308
716099003,1308
767436002,1307
399061015,1307
589222003,1307
554598003,1306
673930002,1306
673901012,1306
685430001,1305
658298007,1305
657497004,1304
754374003,1303
568137002,1303
676573005,1303
746509001,1302
730013004,1302
743098001,1302
400246011,1301
401044002,1300
597891002,1300
678686002,1300
630994004,1299
727616001,1299
696390002,1299
788107002,1299
561445020,1298
613246002,1298
558986003,1298
487827024,1298
685683001,1297
632143001,1297
511783003,1297
564787018,1297
720506003,1296
685689002,1296
746648004,1296
689005002,1296
469682004,1295
278811002,1295
599502014,1294
731644003,1294
693479002,1294
689389002,1294
670435001,1294
501820043,1294
772551002,1293
746332002,1293
744073001,1293
681180008,1293
502186014,1293
653664007,1292
793911001,1292
689047001,1292
660102001,1291
661399003,1291
711188001,1291
585355001,1290
452618001,1289
632307011,1289
634009004,1289
565379027,1289
721435001,1289
685468001,1289
784460001,1289
695632008,1288
673930001,1288
664461006,1288
662980003,1288
666382007,1287
695723001,1286
741293001,1286
630116017,1286
660712014,1286
659832001,1285
681156002,1284
672625006,1284
708230022,1283
729936005,1282
399087028,1282
700974002,1282
655261009,1281
685017005,1281
628930001,1281
772349008,1281
635240001,1281
667499018,1281
726923001,1281
720861001,1280
557246001,1280
685417002,1280
560270001,1279
638554001,1279
695584001,1279
699933001,1277
681180010,1277
741313001,1277
768419001,1277
664485006,1277
